API_Gravity,Inlet_BSW,Inlet_Salt_PTB,Temperature_C,Wash_Water_Percent,Emulsion_Thickness_mm
33.48355605,1.910277599,27.86743458,116.9281401,7.74892499,34.24791113
40.18600388,0.149226206,44.79142577,123.9580965,6.441166515,31.41771183
42.4022825,0.698501891,57.66080153,123.1867602,2.504301394,31.36790466
27.95008687,2.237600022,58.15320564,139.9708594,4.491442813,33.91326555
22.75129811,1.824475163,37.78614346,112.9912922,6.200272847,52.9210141
25.69837906,0.275123999,40.33111259,144.4180294,7.740112956,22.81768107
30.67769472,2.070702651,19.28605928,142.6492868,2.984848362,38.65141424
40.45036915,1.283284292,44.7654054,140.6396656,2.766399692,22.73491075
41.51826458,2.132279265,13.53293963,122.3748945,4.83408232,18.70122673
20.17380326,1.541775459,24.23428429,142.9152714,7.808593362,33.26268321
32.76868256,1.736399277,43.41816736,117.3120832,7.828275292,42.55147437
30.43527508,2.484403745,25.51550658,114.9763682,3.367488446,51.51173753
25.55269526,0.65760531,12.49234371,111.7982533,3.916082888,49.93914813
22.99663418,1.597469379,51.59352047,147.5724145,7.448191914,32.64154354
28.44037929,1.204771336,25.51650036,122.3204359,6.409048945,30.0569022
43.5727426,0.194684687,13.15526124,146.7047152,7.833898572,27.04405939
28.0800733,0.13472954,13.73940823,120.9045425,7.358890178,36.77536938
32.96976554,0.386148587,22.58793994,146.3026384,3.290576302,13.62171983
37.57547397,1.657820177,18.90079736,146.1571621,6.558361156,22.81614371
29.09074006,1.461191411,48.71500589,146.9470418,2.291391389,39.64585131
44.29455207,1.428230947,26.08420233,129.8461376,6.906996672,20.394555
44.06118237,0.17645623,50.23478925,144.6378515,5.609340575,20.14325611
26.2945574,1.226327191,18.69229989,148.0306358,7.736605776,29.8220163
32.43121265,2.319094763,34.64395898,122.9846777,7.760194733,33.6501023
27.52195775,1.054220486,44.40185668,126.7549762,2.304890654,44.02208909
27.12101236,1.599813927,42.59954269,138.7696075,2.963128913,36.8432655
20.92217368,1.971564821,40.0564705,122.0143929,4.905242284,44.15314672
35.23910835,1.98142067,56.2410801,140.1523724,7.27696115,27.60873663
32.56697558,1.346272198,21.42625739,112.9556858,6.886670854,45.51689824
21.28696878,2.159084669,34.68596022,130.9399354,7.786220158,34.07522218
26.96616161,1.039307424,54.1996275,114.8925394,5.708504703,45.4849919
42.70664715,2.232863715,13.89468828,121.7329391,3.539381117,22.79605674
25.98904727,0.676545199,12.79441341,120.3450157,2.150639837,41.94327872
23.6223718,0.772519377,21.66511438,143.5572829,3.337558944,24.75269582
32.23631901,0.227489498,41.65106098,117.7406902,6.051639188,37.46081888
44.64126135,2.009396408,22.99398132,142.3379168,7.55764894,20.38314933
26.05138179,1.100932567,19.51199419,141.7584138,3.925422004,22.30842527
36.80338869,0.649879873,32.94011577,129.9553222,7.254225982,23.48086836
39.04049038,0.656296666,40.67990344,119.3537302,4.36938949,32.45938796
25.9409386,2.263359859,22.42788535,119.0758536,3.849627496,46.44745723
38.20540872,2.101399841,25.03455934,128.5969859,5.053065457,19.41033883
29.19457832,1.428474125,40.67796524,110.3523603,4.653640954,51.21139144
35.80764576,1.578665921,57.2869211,131.2540302,7.482799211,27.16257185
35.83824277,1.238381369,43.73708637,148.111181,4.809541684,22.54008511
33.3943671,1.039999703,49.14520718,116.1882753,3.664012323,43.83100577
22.25724425,2.297144515,28.34050474,132.9338249,7.055393465,36.15756772
40.88256239,0.401470488,23.61271797,148.4711475,7.99249707,33.24146681
28.01950162,1.104272295,32.71338716,144.4208856,5.889028515,22.77981326
24.66296276,0.926948579,50.35664144,144.0152047,3.502768214,27.66153701
21.01937854,1.295561729,32.81498209,142.8739972,3.432890462,32.0801957
34.77232358,1.198316499,52.33627044,122.3609442,2.346240177,40.85009163
36.93910905,1.345334876,59.43859903,145.6246733,2.463758231,34.99119664
20.41469572,0.435805545,13.60133329,147.653614,7.489898571,19.81800964
32.80232646,1.331539604,12.2705078,129.8316969,2.578922642,27.76749486
25.66239438,0.681805153,17.47948515,124.1828419,4.90606309,29.53695787
36.12931976,0.542395238,29.21848379,126.5691606,6.188730678,22.92691089
24.35916073,0.255602125,16.55211046,123.3682577,7.102128697,35.36870191
37.27344345,1.930366141,53.53322388,118.4967377,3.027625702,40.89435988
29.66838366,1.12586061,11.15731255,134.7379388,4.626672075,17.40584111
43.41824972,1.60394484,25.78963582,132.5038754,3.50888117,15.66740109
23.4380236,1.846224024,19.23473147,128.5034028,3.53493854,38.1913166
28.52665878,1.730359997,56.57696651,113.8338155,3.823035845,54.26913533
22.83683803,1.229201726,43.47405024,141.8757186,5.522697287,25.30588856
43.11734046,1.030956469,55.60151282,116.9973425,2.09946483,42.39966202
41.93348383,1.002303783,58.61643552,114.5824817,4.452597718,36.8757296
26.44854069,1.636117113,34.85491218,134.9228558,3.120980811,35.16673224
36.49960115,1.287506452,21.7159554,125.9457744,7.802711051,24.68210709
40.43055501,2.137917395,19.68643931,112.392339,5.496374956,31.75863254
33.88002029,2.199284762,21.14594308,124.2227342,7.208572813,25.33047818
33.24126446,0.509344907,45.42966538,140.8712141,3.174139921,23.81268412
26.04630727,0.426960764,12.02228641,134.6099682,6.860094196,20.32649547
22.3275692,1.612962222,12.56805365,124.5114409,4.488694768,35.06284145
42.43039395,0.822941795,40.40714712,117.6721917,3.066168133,35.81987302
42.51045143,0.144569725,42.10285734,135.2718248,6.567471214,23.51064928
35.82753643,2.232742406,43.26314622,145.502212,6.572066586,31.60333921
28.47574478,0.644561841,28.59402523,135.8509087,7.975327441,25.09977681
28.73023937,2.330273564,50.29724444,142.5161542,6.685623571,35.26819121
38.14889197,1.821842682,36.68122939,130.8611135,2.871603488,29.55149291
42.4277565,1.930368376,15.2732815,138.7188443,3.935268451,14.17541527
42.17716061,0.58350759,49.85496535,145.849071,4.710361504,21.99867537
39.49688865,0.662066621,57.65338931,140.9271591,2.759916834,20.9017728
36.05079115,1.351042609,13.00181565,146.3941581,6.728233847,18.12004213
22.10349912,0.513039646,29.56756694,127.2455841,5.160191227,20.5258916
24.04071785,0.833036062,34.37580224,146.1688102,7.666697415,27.66222247
42.46385471,0.871509947,17.323538,134.8626894,5.535848867,9.618370774
35.16072649,0.48311184,53.38544739,144.8019506,5.137394502,18.41482286
20.22992629,0.5924388,24.20748224,111.5750612,2.428550918,65.65169124
22.53678857,1.992524421,49.150427,136.3140953,2.89607543,48.60171891
36.58754423,0.501270051,43.5497241,143.9190032,7.097156461,22.64079909
20.1265396,0.16829774,39.90229112,116.9680813,7.944055867,50.42427858
24.02020129,1.610451862,19.60714243,136.4714773,4.491074815,27.47121095
33.71834473,2.442359487,21.03517603,142.9981886,6.860516502,28.85493176
37.29737994,0.894913155,12.36742024,121.5179748,5.765514598,25.50531174
36.29903149,0.384773688,22.03562149,126.2098531,7.754355642,35.40552521
25.60673274,1.468929581,27.27218047,132.7807087,3.428823413,30.48558514
37.80448053,2.275250107,51.65726519,130.7667076,5.269014458,21.41809071
25.93122719,1.981748272,28.31963334,111.5675757,4.45277491,54.75749263
28.13499245,1.594038084,47.73108914,113.9468839,5.250295856,47.64200998
38.66228513,0.856135592,31.97211406,114.0186632,3.613148501,39.07333296
36.24082248,1.400512416,49.2434156,120.4907162,4.986476976,29.16694517
41.23058526,0.318987619,58.81358002,119.8345645,5.74882488,30.08411236
36.44032231,1.729469018,21.9920779,139.6888954,2.487295304,28.03929744
34.20771508,1.840230445,53.1170806,132.9097754,6.457923529,26.35666238
22.3418692,2.416075895,41.09120432,140.5590434,6.239137779,39.01354994
29.19289508,0.724953661,50.86471308,112.7958423,7.282745609,56.52593486
26.63005919,0.144295406,42.57929511,129.4085695,4.555139311,23.72935123
26.09974108,1.409460315,31.19747536,122.9510232,2.370014796,47.47250141
44.32526387,1.796297211,21.40374697,143.9975724,4.768766774,18.81279595
29.82744312,1.996977942,13.50176127,138.3115663,2.825655032,35.53262145
42.30116388,0.564973439,36.77591822,144.7703388,5.884680881,18.43311479
35.77846565,0.728206886,59.51630473,111.8570849,2.282789145,50.17645351
39.87028259,1.330218221,46.90209025,138.8329396,4.243978437,18.62426249
32.56592733,0.893441944,26.36727707,131.6003341,2.497057391,25.52824606
34.42259712,2.165227568,51.36024,143.0000012,2.020198604,47.77535764
32.31294235,1.237024369,48.44920001,130.2864236,7.763343343,28.33921373
24.88107469,2.018988746,24.08178967,131.6083631,7.976764088,33.69610096
38.06130288,1.493487425,10.71537449,112.0706952,5.333017709,33.12111141
27.01930906,1.95541634,15.90813193,136.7409146,3.4337351,35.98891781
20.60789916,0.898415168,53.86530952,120.925595,7.466594221,42.86755823
36.1368074,2.095399893,51.82815177,110.7877569,7.538219582,44.6975127
24.42776699,0.758973557,24.76045004,112.6574865,7.127053347,50.98550586
43.51146461,1.410637139,24.25977131,148.2914244,5.266219907,18.90513599
43.84821443,0.613617072,49.64324936,123.8430916,2.448212965,31.11870958
42.87160976,1.241263652,56.88687349,144.7230251,2.530633565,27.90829396
29.25396751,0.863620503,48.95686284,148.3870894,7.379718726,28.26149748
20.38641541,0.740088234,40.27893385,147.7306876,7.254961085,24.40210342
43.20796406,2.420764043,22.13356752,145.2690096,4.606383495,23.30226668
30.70460371,0.484177853,36.2873957,145.7937565,3.968927717,18.64524115
44.16637048,1.98958201,21.67559293,121.5603218,5.864743521,16.48737002
44.09049943,2.461995903,50.400571,116.0587956,6.84192769,25.48591995
41.32523639,0.147763561,29.34805398,135.5705025,6.390109652,21.51946799
27.3612223,1.777665794,51.68486085,129.5242237,5.693617628,31.57809982
29.62744322,0.706988333,29.0804609,113.9498687,3.389066267,44.49540524
41.27841679,0.197170778,51.20747026,137.1016526,3.575029215,17.44288327
27.92305013,1.066934989,26.66589076,132.5144003,6.344404888,21.05422112
24.23731867,2.344522744,32.00663523,144.522696,6.815719115,37.54002475
33.92003156,0.128236226,40.77442097,134.3673518,2.696811129,20.98212879
43.40386935,1.510925661,13.5143807,132.9578472,3.123782286,18.81785718
37.40074492,1.303351549,57.41035309,127.6300689,6.082821573,23.53925382
34.25152925,2.196121994,38.68028931,128.5114828,4.333919525,28.26671643
22.42941234,0.301604115,35.39100073,148.1752491,5.379757204,14.69610473
35.37518067,1.735662472,51.96969856,115.5378404,5.688889716,37.55966753
44.75134625,1.732263276,53.28813649,127.8487527,6.657220804,16.95607148
23.50210038,1.70579204,36.11302023,136.2330894,6.834301704,29.72559609
32.95824131,2.361602788,56.36311629,127.3204258,3.680577472,37.87262088
41.9343268,2.07541007,13.2368883,121.3286251,5.247780374,18.23507126
38.51921544,0.200734543,15.66128961,121.4942948,2.741143632,29.69328815
37.42539352,1.230598842,39.8394115,119.3462419,7.052091012,33.84911674
37.5621021,1.055087335,27.70329309,123.756128,7.07268763,24.68350018
28.98727878,0.844353331,33.21125831,144.866991,3.797034314,20.80081962
27.33979611,1.18320814,26.40396089,130.208982,2.963721245,31.12084849
40.23402889,1.022066044,30.23626557,119.6095491,2.420550669,33.05912053
40.25283487,1.13760136,51.13231736,125.3810687,5.449858651,23.1371407
41.67680796,2.450228477,39.67380999,114.2332165,2.548568602,45.57354372
42.83101381,0.312719139,59.86722746,146.1614296,6.083569068,23.69072861
32.78355997,2.313354088,49.34395989,126.3279133,6.068758406,30.18537129
32.53790737,1.252568112,23.68331271,149.2156482,5.683924443,19.19419191
39.95737947,1.596981389,23.21725589,123.9015509,7.259363011,24.82339298
36.24909827,2.09243912,26.79491351,143.4542419,4.269684156,32.77715543
37.54917193,0.96511127,52.16297403,120.2554125,7.413617496,40.150471
39.89481674,1.133012579,11.36438253,113.0461157,2.221552213,41.5305068
42.25013355,1.082844353,21.50906394,111.2693345,2.676541928,46.95365759
28.44987892,0.999354454,55.24592102,134.2467371,4.473233375,25.53401054
29.38957382,2.321270372,41.9948218,122.4629469,5.563958112,35.98014191
22.3495485,2.089431739,21.34235478,127.7407952,2.19425382,53.98003997
34.45700352,0.361599976,20.95724841,142.7458814,5.404606829,13.07764779
20.89855684,0.359496046,53.13090509,119.9243234,3.844389899,38.26145149
31.63995045,1.126886836,54.68787541,122.3460991,7.322880847,38.24868544
33.56611587,0.336777704,22.80655455,143.8134474,5.19970755,13.15002733
27.1635313,1.585823429,31.0255179,129.7104909,5.527363449,26.4341222
34.77083151,0.444859857,51.72978693,143.1066067,7.673730867,28.77568008
20.76250625,1.353695834,48.55037193,124.9790401,6.58502616,36.40446024
20.93370472,0.117327873,50.69580533,125.9347992,4.629639597,30.60970498
40.56501402,0.859831236,35.91990954,116.6855345,4.86127769,34.55371995
29.00476604,1.725257737,55.57745242,146.6538341,5.887543211,32.86842869
23.17651282,1.261693457,26.2975772,145.8713478,3.2011953,32.1176761
33.0560815,2.447846766,17.83360672,149.3686806,2.531905043,50.14840143
39.24983883,2.197849111,45.43661663,126.0978851,3.867419096,27.54141813
25.39552569,0.96176987,36.9677208,142.7445977,6.670296788,21.42427311
35.5722619,0.2091677,52.72928844,126.5981493,3.543942793,26.88031911
22.13368662,2.12950312,14.05796246,128.1719516,2.784555202,49.9471531
21.29204303,2.286962345,52.18462017,143.1999757,3.314135591,53.95346454
33.28386579,2.069505744,24.66473266,117.0946708,6.073837472,32.00559381
33.51587804,0.407079858,42.74278336,118.8124374,5.68368834,35.66571893
35.93574754,2.494996323,12.00643945,122.5891296,6.129889984,23.93356906
38.15228334,0.720602132,40.47906482,141.5271613,3.931748736,15.54975068
44.39630199,1.838091791,45.86358446,124.906062,7.405136762,21.07591177
32.90750871,2.279283703,28.43751073,124.3267283,4.710622144,26.5678055
28.07391182,0.665649074,20.77053526,149.9526538,5.082278192,18.7720267
39.87965487,2.279820531,36.88153383,125.3522457,7.692847856,25.40800494
26.77080628,0.84275579,51.65954022,119.9108215,7.875663608,48.04400784
30.97428552,2.443391734,26.17736791,134.9285471,5.969256355,29.8437503
21.96140953,0.775024049,22.62346488,142.0751981,7.668879155,22.42538082
20.63376859,2.388245979,23.94676543,112.7843133,5.249044318,58.0008525
44.06621037,0.228507162,57.45660765,134.7556892,3.843697673,17.83769494
40.89950301,1.802252828,27.96384579,111.4294182,3.890557136,40.90382143
37.39935515,1.377066721,10.18021199,131.053294,5.353643539,17.67329393
30.22382361,1.246904985,49.0840604,120.2796626,5.630216724,35.66960181
24.332358,0.636386354,44.96373977,122.2656679,4.63770242,33.87844502
23.91092607,1.793429895,16.42841323,128.6838386,7.302628901,22.92824707
26.25607245,0.557942779,59.24521246,147.0842984,4.560176712,19.98215281
33.73066662,1.42682031,40.40311427,138.4266923,3.640541882,21.57719428
37.86489807,0.707788871,35.03897455,147.4738239,2.04789127,24.04701188
36.50493442,2.393491311,29.11096338,136.3988402,7.823415669,28.35984
26.99834742,0.168714865,54.93363778,110.2843099,6.945879699,61.25089718
43.87163202,0.579347872,22.19817407,120.6234079,5.693357508,23.41045288
38.44742292,0.681545455,24.28844501,146.2309031,6.983253523,19.61296839
33.85885131,1.093762782,16.12054033,135.7378208,6.861735382,23.79838809
35.29301866,0.65855258,47.95595478,149.2658895,7.591104681,30.0262908
30.49000156,1.279237817,39.77746402,116.2385608,4.3164061,43.34897069
26.19327474,2.193917256,40.45330846,121.8699133,5.329113453,39.64871894
28.89931697,1.808952211,20.92352155,124.4947064,2.591768142,37.72189267
38.94615276,1.491908753,42.55841946,123.0623127,7.791892554,33.84993746
20.35983722,0.313607627,48.27292236,120.0796612,7.910762416,49.02935757
22.90181601,1.76558106,27.89442654,127.7386286,6.734505488,31.75174688
21.15006605,0.499394282,50.0673572,135.6919249,4.724725899,26.3122968
21.01822006,1.987281726,27.43952943,122.4502769,4.979400505,41.49939508
41.3865146,0.70013622,47.90692308,113.1879969,4.612201598,40.18256615
37.59144648,1.100916948,11.68650537,138.3413011,3.759863819,14.79635073
31.85434573,0.941128486,37.55823007,128.3606622,5.166748433,25.51776209
22.44585402,2.161153395,58.47632803,132.2592922,2.320670417,59.79300837
32.29039688,0.403706701,59.06223003,128.2160263,7.951322372,37.71780963
31.83679427,1.457547718,24.08762892,145.6143001,4.544300811,21.77200895
24.33004675,0.440947863,32.06995455,132.3497999,7.564199504,26.44207448
30.84629123,1.791510007,13.1488954,146.9310736,6.345628764,23.18781342
29.96261836,2.272187507,53.66706538,130.4230137,3.739657501,41.31856583
35.39625245,1.143058369,38.42860766,121.7035265,3.332315709,29.11946219
35.87734127,1.271421425,29.25503395,124.2177035,7.974052603,34.4980861
21.13260024,2.325814808,15.63852792,130.8851717,6.63275813,36.44573169
29.36531537,1.350379333,57.33836427,131.1995775,3.497968845,30.80399388
35.64649789,1.270236251,36.51095239,137.4935081,2.404670289,27.61337975
32.57840646,1.487989846,24.14639645,118.9797949,6.181499272,30.1086435
41.41224603,1.754151367,27.51075651,136.353716,3.818098741,19.6004686
36.46734079,0.3565201,23.53485905,141.1435203,3.327984876,17.58511854
24.07336068,2.070665267,40.09049044,137.0636796,6.409624491,34.41870235
21.76421869,1.145212066,56.49817879,129.2731244,6.075567936,31.33042575
36.06048196,0.273636424,52.83469017,149.667226,4.888476049,22.95095779
20.66278276,1.986838406,33.01904377,126.1925264,7.655935597,40.91400033
34.64438953,1.004679932,51.32496812,114.2636246,6.077830196,42.72584066
43.50575604,0.340881988,31.15527406,142.8601686,7.360517364,24.67035964
34.38685445,1.621069695,22.61535704,118.4880488,3.143317654,40.26549527
29.70424816,2.212315248,59.17075576,138.5314229,3.77987546,41.59740995
36.08220546,2.230608423,25.1943784,117.1590513,2.627120802,45.74703086
31.45632226,2.39839234,26.18621155,110.6750956,3.827479987,57.3258103
33.64041973,2.182493103,59.48464339,116.3919442,7.830669975,42.9582477
43.53662022,0.105138206,16.69637466,125.0795479,7.777137477,35.70952935
29.65256595,1.012578799,48.0266994,114.2647299,6.562318127,49.64576809
44.0297641,2.064502192,56.79063792,117.9071634,5.126289577,30.04886875
42.63376605,0.979007214,35.58974971,140.5850511,6.684678793,18.10619269
24.89477837,1.543716415,10.12608809,140.7953443,5.320921707,22.52605212
21.73403252,1.555160674,28.75294721,142.6995291,2.021051028,44.58397148
22.51945003,0.97606073,15.57844962,143.6462095,5.009282444,20.50519306
20.45554564,2.270737425,30.80938305,126.8174358,5.593540676,41.96945561
22.36107402,1.307748029,49.50133808,144.7019864,3.594490145,32.79922335
37.07516934,1.215482094,31.93557744,131.037475,3.219761385,25.33019402
21.77971621,2.49403299,31.59625607,128.8238847,3.642854569,48.95341864
27.97439076,1.284400874,37.83947385,138.7414532,5.741766497,21.79568151
41.12188277,0.528155805,39.08452924,118.5527365,2.87638469,36.24303073
20.58179839,1.331366615,52.81481544,141.5798951,6.321969808,28.36662804
40.36171206,2.053640165,25.41777196,127.1786331,4.536048926,16.42859939
27.04636937,1.964464785,51.08356322,115.0918166,4.120087155,53.26822064
22.95412069,1.992596236,38.29668743,114.7724765,6.84338775,49.55449797
37.41842913,1.799257082,25.02647749,116.5962698,5.036379497,32.62120401
35.72357117,0.71012279,24.7563022,145.6229094,4.270403367,18.29044435
41.93680034,2.169001806,28.05687586,149.6375129,7.268928293,25.95715331
38.3767761,2.244264317,41.13466213,124.278952,4.209509793,29.76852304
40.08702326,0.565966472,21.54058657,121.6857541,7.154001698,35.2292011
