Timestamp,API_Gravity,Inlet_Temperature,Wash_Water_Rate,Inlet_Salt_PTB,Emulsion_Layer_Thickness,Grid_Voltage,Trip_Warning_60m
2026-06-01 01:16:00,31.7,135.71,4.79,31.75,10.41,15.03,0
2026-06-01 01:17:00,31.71,135.68,4.8,31.89,10.37,15.04,0
2026-06-01 01:18:00,31.7,135.83,4.79,31.95,10.38,14.96,0
2026-06-01 01:19:00,31.7,135.87,4.78,32.05,10.51,14.97,0
2026-06-01 01:20:00,31.64,135.97,4.72,32.04,10.84,15.09,0
2026-06-01 01:21:00,31.63,135.85,4.65,32.07,10.63,14.99,0
2026-06-01 01:22:00,31.64,135.89,4.59,32.23,10.58,15.07,0
2026-06-01 01:23:00,31.69,135.94,4.53,31.98,10.6,14.97,0
2026-06-01 01:24:00,31.67,135.83,4.47,31.62,10.55,14.97,0
2026-06-01 01:25:00,31.64,135.98,4.4,31.78,10.56,15.06,0
2026-06-01 01:26:00,31.63,135.69,4.39,31.76,10.61,14.97,0
2026-06-01 01:27:00,31.66,135.72,4.44,31.46,10.56,14.98,0
2026-06-01 01:28:00,31.66,135.52,4.47,31.36,10.6,14.98,0
2026-06-01 01:29:00,31.65,135.36,4.42,31.42,10.48,15.02,0
2026-06-01 01:30:00,31.66,135.51,4.39,31.41,10.39,14.97,0
2026-06-01 01:31:00,31.67,135.34,4.49,31.41,10.47,15.01,0
2026-06-01 01:32:00,31.69,135.17,4.47,31.47,10.53,15.04,0
2026-06-01 01:33:00,31.67,135.26,4.41,31.35,10.68,15.01,0
2026-06-01 01:34:00,31.66,135.09,4.4,31.14,10.75,14.99,0
2026-06-01 01:35:00,31.65,135.24,4.38,31.26,10.86,15.13,0
2026-06-01 01:36:00,31.6,135.34,4.34,31.47,10.85,15.08,0
2026-06-01 01:37:00,31.61,135.22,4.34,31.47,10.7,15.02,0
2026-06-01 01:38:00,31.62,135.36,4.41,31.13,10.6,14.87,0
2026-06-01 01:39:00,31.62,135.07,4.35,31.09,10.69,15.04,0
2026-06-01 01:40:00,31.61,135.14,4.37,30.91,10.78,14.99,0
2026-06-01 01:41:00,31.57,134.95,4.42,30.85,10.91,14.97,0
2026-06-01 01:42:00,31.56,134.88,4.45,30.83,10.99,15.01,0
2026-06-01 01:43:00,31.54,134.81,4.5,31.06,11.02,15.01,0
2026-06-01 01:44:00,31.52,135.0,4.53,31.16,11.16,15.03,0
2026-06-01 01:45:00,31.51,134.93,4.5,30.79,11.18,15.02,0
2026-06-01 01:46:00,31.53,134.91,4.59,30.58,11.11,15.09,0
2026-06-01 01:47:00,31.58,134.85,4.62,30.75,11.11,15.0,0
2026-06-01 01:48:00,31.59,134.7,4.74,30.64,11.25,15.09,0
2026-06-01 01:49:00,31.59,134.55,4.64,30.69,11.23,15.05,0
2026-06-01 01:50:00,31.59,134.6,4.76,30.59,11.16,15.05,0
2026-06-01 01:51:00,31.53,134.6,4.81,30.72,11.26,15.03,0
2026-06-01 01:52:00,31.53,134.71,4.83,30.78,11.16,15.06,0
2026-06-01 01:53:00,31.53,134.68,4.79,30.9,11.24,14.98,0
2026-06-01 01:54:00,31.61,134.65,4.83,30.62,11.37,15.01,0
2026-06-01 01:55:00,31.6,134.76,4.89,30.69,11.21,14.93,0
2026-06-01 01:56:00,31.61,134.71,4.8,30.48,11.17,15.08,0
2026-06-01 01:57:00,31.61,134.5,4.83,30.61,11.21,15.02,0
2026-06-01 01:58:00,31.57,134.62,4.8,30.92,11.26,15.12,0
2026-06-01 01:59:00,31.6,134.53,4.83,30.68,11.32,15.05,0
2026-06-01 02:00:00,31.63,134.54,4.78,30.76,11.35,15.0,0
2026-06-01 02:01:00,31.65,134.45,4.84,30.55,11.31,15.03,0
2026-06-01 02:02:00,31.62,134.3,4.84,30.46,11.24,15.02,0
2026-06-01 02:03:00,31.66,134.02,4.88,30.39,11.31,15.05,0
2026-06-01 02:04:00,31.62,134.08,4.93,30.49,11.29,14.95,0
2026-06-01 02:05:00,31.64,133.57,4.94,30.63,11.28,14.99,0
2026-06-01 02:06:00,31.7,133.77,4.9,30.78,11.23,15.0,0
2026-06-01 02:07:00,31.67,133.94,4.93,30.64,11.29,14.99,0
2026-06-01 02:08:00,31.65,133.8,4.93,30.73,11.49,15.01,0
2026-06-01 02:09:00,31.66,134.05,4.94,30.6,11.51,15.08,0
2026-06-01 02:10:00,31.64,134.36,4.92,30.59,11.48,14.91,0
2026-06-01 02:11:00,31.59,134.32,4.83,30.47,11.58,14.94,0
2026-06-01 02:12:00,31.6,134.39,4.83,30.55,11.74,15.04,0
2026-06-01 02:13:00,31.56,134.41,4.8,30.44,11.74,14.97,0
2026-06-01 02:14:00,31.58,134.64,4.82,30.43,11.76,14.92,0
2026-06-01 02:15:00,31.55,134.44,4.82,30.51,11.74,14.97,0
2026-06-01 02:16:00,31.59,134.4,4.79,30.26,11.67,15.07,0
2026-06-01 02:17:00,31.57,134.55,4.9,30.41,11.6,14.97,0
2026-06-01 02:18:00,31.56,134.67,4.89,30.68,11.71,14.99,0
2026-06-01 02:19:00,31.58,134.67,4.89,30.5,11.62,14.92,0
2026-06-01 02:20:00,31.55,134.88,4.98,30.21,11.61,15.03,0
2026-06-01 02:21:00,31.55,134.91,4.93,30.26,11.83,14.99,0
2026-06-01 02:22:00,31.59,134.93,4.98,30.36,11.74,15.0,0
2026-06-01 02:23:00,31.54,135.03,4.94,30.15,11.72,15.04,0
2026-06-01 02:24:00,31.55,135.02,4.93,30.07,11.69,14.97,0
2026-06-01 02:25:00,31.55,135.03,4.95,30.1,11.64,15.04,0
2026-06-01 02:26:00,31.58,134.91,5.01,30.06,11.58,15.08,0
2026-06-01 02:27:00,31.54,135.35,4.95,30.19,11.65,15.01,0
2026-06-01 02:28:00,31.5,135.28,4.97,30.26,11.59,15.01,0
2026-06-01 02:29:00,31.52,135.39,4.93,30.12,11.37,15.07,0
2026-06-01 02:30:00,31.52,135.67,4.96,30.25,11.36,15.02,0
2026-06-01 02:31:00,31.53,135.47,5.01,30.23,11.36,14.96,0
2026-06-01 02:32:00,31.54,135.56,5.05,30.07,11.24,15.06,0
2026-06-01 02:33:00,31.52,135.56,5.0,30.0,10.99,15.03,0
2026-06-01 02:34:00,31.53,135.83,4.95,30.09,10.86,14.92,0
2026-06-01 02:35:00,31.53,135.68,4.94,29.88,10.96,15.07,0
2026-06-01 02:36:00,31.51,135.57,4.88,29.71,10.88,15.01,0
2026-06-01 02:37:00,31.57,135.56,4.91,29.97,10.95,14.97,0
2026-06-01 02:38:00,31.58,135.48,4.98,29.82,10.97,14.92,0
2026-06-01 02:39:00,31.54,135.41,4.94,30.01,11.02,15.01,0
2026-06-01 02:40:00,31.56,135.71,4.96,29.8,10.81,15.02,0
2026-06-01 02:41:00,31.53,135.73,4.93,29.84,10.82,15.0,0
2026-06-01 02:42:00,31.56,135.61,4.99,29.99,10.8,14.98,0
2026-06-01 02:43:00,31.59,135.54,5.04,29.82,10.89,14.96,0
2026-06-01 02:44:00,31.57,135.6,5.04,29.7,10.87,15.09,0
2026-06-01 02:45:00,31.59,135.65,5.07,29.87,11.01,15.02,0
2026-06-01 02:46:00,31.61,135.56,5.11,30.17,11.14,15.02,0
2026-06-01 02:47:00,31.63,135.31,5.05,30.28,11.11,15.09,0
2026-06-01 02:48:00,31.69,135.3,5.08,30.26,11.18,15.02,0
2026-06-01 02:49:00,31.68,135.29,5.05,30.26,11.14,14.96,0
2026-06-01 02:50:00,31.66,135.19,5.05,30.09,11.01,15.0,0
2026-06-01 02:51:00,31.63,135.38,5.04,29.78,10.85,15.03,0
2026-06-01 02:52:00,31.6,135.47,5.04,29.9,10.82,15.08,0
2026-06-01 02:53:00,31.6,135.49,5.08,29.62,10.79,14.94,0
2026-06-01 02:54:00,31.61,135.43,5.03,29.54,10.81,14.99,0
2026-06-01 02:55:00,31.62,135.69,4.94,29.53,10.89,14.99,0
2026-06-01 02:56:00,31.64,135.51,4.92,29.41,11.11,15.05,0
2026-06-01 02:57:00,31.64,135.43,4.97,29.51,10.9,15.03,0
2026-06-01 02:58:00,31.68,135.36,4.93,29.51,10.78,15.03,0
2026-06-01 02:59:00,31.68,135.41,4.9,29.45,10.64,14.91,0
2026-06-01 03:00:00,31.76,135.5,4.96,29.53,10.61,14.96,0
2026-06-01 03:01:00,31.77,135.3,5.03,29.58,10.68,15.02,0
2026-06-01 03:02:00,31.75,135.2,5.06,29.71,10.66,15.02,0
2026-06-01 03:03:00,31.72,135.26,5.08,29.65,10.73,15.01,0
2026-06-01 03:04:00,31.73,135.16,5.13,29.77,10.68,15.08,0
2026-06-01 03:05:00,31.72,135.1,5.11,29.82,10.68,15.02,0
2026-06-01 03:06:00,31.74,135.13,5.15,29.93,10.56,14.93,0
2026-06-01 03:07:00,31.76,134.98,5.11,30.07,10.49,15.02,0
2026-06-01 03:08:00,31.75,135.02,5.19,30.18,10.55,14.97,0
2026-06-01 03:09:00,31.73,135.11,5.24,30.18,10.72,15.02,0
2026-06-01 03:10:00,31.68,135.12,5.27,30.23,10.72,14.91,0
2026-06-01 03:11:00,31.67,135.33,5.25,30.37,10.76,14.96,0
2026-06-01 03:12:00,31.69,135.44,5.28,30.22,10.65,15.07,0
2026-06-01 03:13:00,31.7,135.43,5.28,30.25,10.49,15.03,0
2026-06-01 03:14:00,31.66,135.38,5.25,29.94,10.51,15.07,0
2026-06-01 03:15:00,31.66,135.64,5.28,29.92,10.66,14.99,0
2026-06-01 03:16:00,31.67,135.54,5.18,29.56,10.64,15.07,0
2026-06-01 03:17:00,31.65,135.49,5.23,29.45,10.69,14.97,0
2026-06-01 03:18:00,31.65,135.43,5.17,29.19,10.87,15.02,0
2026-06-01 03:19:00,31.65,135.49,5.21,29.35,10.88,15.02,0
2026-06-01 03:20:00,31.62,135.82,5.13,29.26,10.94,15.08,0
2026-06-01 03:21:00,31.63,135.86,5.11,29.1,10.91,14.88,0
2026-06-01 03:22:00,31.64,135.8,5.14,29.14,10.87,15.02,0
2026-06-01 03:23:00,31.68,135.83,5.18,29.03,11.0,15.05,0
2026-06-01 03:24:00,31.71,135.63,5.14,28.84,10.93,14.95,0
2026-06-01 03:25:00,31.66,135.6,5.1,28.81,11.06,14.97,0
2026-06-01 03:26:00,31.64,135.85,5.15,28.58,10.88,14.93,0
2026-06-01 03:27:00,31.65,135.94,5.24,28.88,10.88,15.02,0
2026-06-01 03:28:00,31.67,136.12,5.19,28.9,10.8,14.98,0
2026-06-01 03:29:00,31.68,136.27,5.06,29.0,10.86,14.98,0
2026-06-01 03:30:00,31.79,136.16,5.14,29.19,10.98,15.07,0
2026-06-01 03:31:00,31.81,136.44,5.13,29.4,11.07,15.01,0
2026-06-01 03:32:00,31.84,136.16,5.08,29.5,11.24,14.91,0
2026-06-01 03:33:00,31.87,136.21,5.09,29.45,10.93,15.01,0
2026-06-01 03:34:00,31.89,135.89,5.18,29.49,10.82,14.95,0
2026-06-01 03:35:00,31.88,135.63,5.22,29.5,10.75,14.95,0
2026-06-01 03:36:00,31.9,135.77,5.25,29.52,10.61,14.94,0
2026-06-01 03:37:00,31.88,135.66,5.26,29.59,10.82,15.0,0
2026-06-01 03:38:00,31.87,135.85,5.28,29.62,10.87,14.97,0
2026-06-01 03:39:00,31.86,135.51,5.37,29.56,10.77,14.98,0
2026-06-01 03:40:00,31.86,135.5,5.32,29.96,10.57,15.03,0
2026-06-01 03:41:00,31.93,135.31,5.36,29.76,10.63,15.05,0
2026-06-01 03:42:00,31.87,135.26,5.35,29.81,10.63,14.93,0
2026-06-01 03:43:00,31.89,135.49,5.35,29.91,10.52,14.87,0
2026-06-01 03:44:00,31.84,135.76,5.29,30.1,10.76,15.02,0
2026-06-01 03:45:00,31.82,135.83,5.31,30.08,10.72,14.91,0
2026-06-01 03:46:00,31.86,135.59,5.34,30.18,10.65,14.93,0
2026-06-01 03:47:00,31.86,135.41,5.32,30.13,10.81,14.97,0
2026-06-01 03:48:00,31.82,135.43,5.4,30.28,10.86,15.04,0
2026-06-01 03:49:00,31.8,135.31,5.4,30.33,10.85,15.06,0
2026-06-01 03:50:00,31.82,135.4,5.29,30.45,10.95,14.97,0
2026-06-01 03:51:00,31.8,135.65,5.32,30.5,10.95,14.96,0
2026-06-01 03:52:00,31.8,135.5,5.26,30.46,11.01,14.94,0
2026-06-01 03:53:00,31.8,135.36,5.33,30.26,10.93,15.0,0
2026-06-01 03:54:00,31.78,135.19,5.42,30.09,10.82,14.99,0
2026-06-01 03:55:00,31.85,135.15,5.47,29.99,10.68,14.96,0
2026-06-01 03:56:00,31.87,135.15,5.46,29.96,10.81,15.07,0
2026-06-01 03:57:00,31.8,135.16,5.49,30.06,10.65,14.86,0
2026-06-01 03:58:00,31.81,135.29,5.45,30.06,10.63,14.97,0
2026-06-01 03:59:00,31.79,135.35,5.48,30.15,10.69,15.06,0
2026-06-01 04:00:00,31.81,135.34,5.44,30.35,10.54,14.95,0
2026-06-01 04:01:00,31.79,135.34,5.53,30.27,10.61,15.09,0
2026-06-01 04:02:00,31.78,135.35,5.48,30.49,10.76,14.98,0
2026-06-01 04:03:00,31.8,135.34,5.39,30.07,10.85,15.03,0
2026-06-01 04:04:00,31.82,135.24,5.38,30.12,10.85,15.02,0
2026-06-01 04:05:00,31.79,135.06,5.41,30.19,10.76,15.02,0
2026-06-01 04:06:00,31.78,135.08,5.52,30.27,10.73,15.01,0
2026-06-01 04:07:00,31.76,135.0,5.49,30.45,10.81,14.93,0
2026-06-01 04:08:00,31.74,135.08,5.49,30.58,10.72,15.01,0
2026-06-01 04:09:00,31.79,135.09,5.48,30.71,10.64,15.05,0
2026-06-01 04:10:00,31.8,135.09,5.43,30.39,10.6,15.07,0
2026-06-01 04:11:00,31.77,135.24,5.38,30.29,10.63,15.03,0
2026-06-01 04:12:00,31.79,135.03,5.28,30.24,10.55,14.87,0
2026-06-01 04:13:00,31.86,135.29,5.36,30.35,10.75,14.97,0
2026-06-01 04:14:00,31.89,134.97,5.31,30.49,10.68,14.97,0
2026-06-01 04:15:00,31.84,135.18,5.21,30.35,10.47,14.9,0
2026-06-01 04:16:00,31.82,135.21,5.19,30.42,10.69,15.02,0
2026-06-01 04:17:00,31.86,135.13,5.25,30.27,10.65,15.03,0
2026-06-01 04:18:00,31.84,134.91,5.27,30.36,10.69,15.05,0
2026-06-01 04:19:00,31.85,134.82,5.3,30.5,10.69,14.98,0
2026-06-01 04:20:00,31.87,134.8,5.38,30.68,10.66,14.99,0
2026-06-01 04:21:00,31.84,134.83,5.43,30.49,10.75,15.02,0
2026-06-01 04:22:00,31.84,135.05,5.29,30.37,10.78,14.97,0
2026-06-01 04:23:00,31.74,135.06,5.27,29.97,10.82,14.89,0
2026-06-01 04:24:00,31.71,135.1,5.29,30.1,10.84,14.98,0
2026-06-01 04:25:00,31.7,135.16,5.3,30.3,10.89,14.94,0
2026-06-01 04:26:00,31.67,135.11,5.32,30.15,10.74,15.0,0
2026-06-01 04:27:00,31.71,135.08,5.46,30.02,10.75,15.05,0
2026-06-01 04:28:00,31.67,135.06,5.4,30.18,10.86,14.92,0
2026-06-01 04:29:00,31.66,135.15,5.29,30.13,10.92,14.95,0
2026-06-01 04:30:00,31.66,135.02,5.17,30.31,10.86,15.06,0
2026-06-01 04:31:00,31.7,134.94,5.21,30.31,11.02,15.03,0
2026-06-01 04:32:00,31.66,134.99,5.2,30.39,11.18,15.03,0
2026-06-01 04:33:00,31.69,134.83,5.13,30.29,11.12,15.02,0
2026-06-01 04:34:00,31.69,134.85,5.12,30.29,11.16,15.01,0
2026-06-01 04:35:00,31.66,134.77,5.09,29.89,11.37,14.97,0
2026-06-01 04:36:00,31.68,134.85,5.07,30.18,11.44,14.96,0
2026-06-01 04:37:00,31.68,135.05,4.98,30.26,11.49,14.99,0
2026-06-01 04:38:00,31.66,134.97,5.01,30.22,11.5,15.12,0
2026-06-01 04:39:00,31.66,135.09,5.04,30.15,11.37,14.98,0
2026-06-01 04:40:00,31.65,135.11,5.05,29.93,11.51,14.94,0
2026-06-01 04:41:00,31.65,135.06,5.04,29.77,11.5,15.08,0
2026-06-01 04:42:00,31.67,135.06,5.05,29.82,11.52,15.0,0
2026-06-01 04:43:00,31.72,135.25,5.06,29.82,11.63,15.04,0
2026-06-01 04:44:00,31.68,135.22,4.97,29.93,11.59,15.01,0
2026-06-01 04:45:00,31.75,135.42,4.92,29.77,11.45,15.03,0
2026-06-01 04:46:00,31.69,135.4,4.94,29.97,11.38,15.12,0
2026-06-01 04:47:00,31.68,135.19,4.9,29.87,11.32,14.93,0
2026-06-01 04:48:00,31.7,135.16,4.94,29.72,11.37,15.06,0
2026-06-01 04:49:00,31.71,134.94,4.88,29.64,11.32,14.95,0
2026-06-01 04:50:00,31.69,134.89,4.99,29.87,11.12,15.04,0
2026-06-01 04:51:00,31.68,134.84,5.1,29.99,10.95,14.94,0
2026-06-01 04:52:00,31.66,135.11,5.08,29.84,10.87,15.02,0
2026-06-01 04:53:00,31.65,135.35,5.01,29.72,10.83,15.02,0
2026-06-01 04:54:00,31.67,135.36,4.98,29.37,10.77,14.97,0
2026-06-01 04:55:00,31.68,135.54,5.04,29.45,10.71,14.97,0
2026-06-01 04:56:00,31.66,135.48,5.03,29.41,10.71,15.06,0
2026-06-01 04:57:00,31.69,135.26,5.04,29.3,10.74,14.96,0
2026-06-01 04:58:00,31.69,135.34,5.05,29.52,10.58,14.94,0
2026-06-01 04:59:00,31.72,135.4,5.08,29.87,10.68,14.97,0
2026-06-01 05:00:00,31.74,135.25,5.1,29.93,10.69,15.04,0
2026-06-01 05:01:00,31.71,135.12,5.08,29.97,10.57,15.01,0
2026-06-01 05:02:00,31.69,135.26,5.16,30.01,10.47,15.1,0
2026-06-01 05:03:00,31.71,135.0,5.18,30.0,10.61,14.99,0
2026-06-01 05:04:00,31.73,135.09,5.24,29.79,10.52,15.0,0
2026-06-01 05:05:00,31.73,135.04,5.23,29.68,10.5,14.96,0
2026-06-01 05:06:00,31.73,135.12,5.22,29.67,10.48,14.92,0
2026-06-01 05:07:00,31.77,135.27,5.35,29.81,10.53,14.98,0
2026-06-01 05:08:00,31.75,135.14,5.35,29.76,10.37,14.92,0
2026-06-01 05:09:00,31.77,134.97,5.41,30.0,10.26,15.0,0
2026-06-01 05:10:00,31.76,135.19,5.33,30.16,10.21,14.96,0
2026-06-01 05:11:00,31.75,135.18,5.35,30.15,10.31,15.0,0
2026-06-01 05:12:00,31.79,135.23,5.33,30.13,10.13,15.05,0
2026-06-01 05:13:00,31.81,135.36,5.4,30.17,10.19,14.95,0
2026-06-01 05:14:00,31.83,135.22,5.37,30.26,10.2,15.05,0
2026-06-01 05:15:00,31.87,135.35,5.34,30.27,10.17,15.02,0
2026-06-01 05:16:00,31.87,135.44,5.37,30.3,10.33,14.99,0
2026-06-01 05:17:00,31.89,135.66,5.32,30.45,10.28,14.99,0
2026-06-01 05:18:00,31.88,135.88,5.32,30.44,10.42,15.07,0
2026-06-01 05:19:00,31.89,135.88,5.29,30.58,10.35,14.91,0
2026-06-01 05:20:00,31.89,135.99,5.29,30.53,10.15,15.0,0
2026-06-01 05:21:00,31.89,135.99,5.29,30.41,10.24,15.04,0
2026-06-01 05:22:00,31.9,136.01,5.38,30.33,10.13,15.02,0
2026-06-01 05:23:00,31.88,135.83,5.4,30.28,10.12,14.97,0
2026-06-01 05:24:00,31.94,135.8,5.33,30.11,10.33,15.11,0
2026-06-01 05:25:00,31.91,135.52,5.28,30.19,10.48,15.03,0
2026-06-01 05:26:00,31.87,135.5,5.26,30.1,10.43,14.99,0
2026-06-01 05:27:00,31.91,135.7,5.23,29.96,10.37,15.0,0
2026-06-01 05:28:00,31.93,135.81,5.3,30.01,10.47,14.91,0
2026-06-01 05:29:00,31.95,135.82,5.27,29.77,10.47,15.02,0
2026-06-01 05:30:00,31.97,135.79,5.26,29.77,10.55,14.99,0
2026-06-01 05:31:00,31.96,135.7,5.29,29.72,10.67,15.02,0
2026-06-01 05:32:00,31.94,135.56,5.43,29.56,10.72,14.94,0
2026-06-01 05:33:00,31.94,135.68,5.42,29.65,10.65,14.89,0
2026-06-01 05:34:00,31.92,135.45,5.5,29.56,10.76,14.97,0
2026-06-01 05:35:00,31.94,135.21,5.48,29.67,10.84,15.06,0
2026-06-01 05:36:00,31.94,135.35,5.52,29.72,10.8,15.01,0
2026-06-01 05:37:00,31.91,135.38,5.48,29.65,10.79,15.02,0
2026-06-01 05:38:00,31.9,135.38,5.52,29.92,10.79,14.92,0
2026-06-01 05:39:00,31.91,135.41,5.5,29.94,11.03,15.01,0
2026-06-01 05:40:00,31.9,135.71,5.54,29.9,11.04,14.96,0
2026-06-01 05:41:00,31.87,135.71,5.58,30.17,11.07,15.06,0
2026-06-01 05:42:00,31.88,135.75,5.6,30.12,11.03,14.97,0
2026-06-01 05:43:00,31.88,136.06,5.62,30.5,10.98,15.01,0
2026-06-01 05:44:00,31.87,136.04,5.6,30.59,10.88,15.05,0
2026-06-01 05:45:00,31.85,136.3,5.63,30.86,10.97,14.89,0
2026-06-01 05:46:00,31.86,135.98,5.55,31.03,11.09,14.98,0
2026-06-01 05:47:00,31.81,135.8,5.67,30.94,11.19,14.99,0
2026-06-01 05:48:00,31.77,135.69,5.7,31.02,11.26,14.99,0
2026-06-01 05:49:00,31.75,135.78,5.72,31.25,11.25,14.99,0
2026-06-01 05:50:00,31.74,136.04,5.74,31.57,11.26,14.96,0
2026-06-01 05:51:00,31.75,135.94,5.7,31.61,11.38,14.96,0
2026-06-01 05:52:00,31.79,136.09,5.67,31.41,11.56,14.93,0
2026-06-01 05:53:00,31.82,136.42,5.68,31.48,11.65,15.03,0
